Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.44301700592041,6.479382603086922,6.409055397550002,6.449629078593121,601904800
2010-01-06,6.34053373336792,6.4685647245491795,6.333921659186997,6.443018475571493,552160000
2010-01-07,6.3288116455078125,6.371489175686539,6.282828880919672,6.363975455361627,477131200
2010-01-08,6.370887279510498,6.371488778365754,6.2831298404554214,6.320396285875987,447610800
2010-01-11,6.314686298370361,6.401542487317202,6.264796003925148,6.3955315117776035,462229600
2010-01-12,6.242855072021484,6.304466760171064,6.203784940266471,6.2870345322721555,594459600
2010-01-13,6.330913543701172,6.33932890788168,6.134059348087885,6.247363808204108,605892000
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000
2010-01-15,6.189059734344482,6.359467290977269,6.1872564415610585,6.33933052156237,594067600
2010-01-19,6.462852954864502,6.467361186604379,6.228430923391844,6.261189536901425,730007600
2010-01-20,6.363372325897217,6.478178718430201,6.296351170025598,6.458944003019805,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.943213939666748,6.236242072360497,5.925482370610875,6.214603370581615,881767600
2010-01-25,6.103102207183838,6.152090035377792,6.016546196467905,6.086271882913144,1065699600
2010-01-26,6.189359188079834,6.422880345749358,6.088377217674999,6.189659736823896,1867110000
2010-01-27,6.247663974761963,6.32880972200794,5.99671100864949,6.216707857698517,1722568400
2010-01-28,5.989498138427734,6.17613487872311,5.9717665666860675,6.159004404414492,1173502400
2010-01-29,5.772205352783203,6.0769548622239915,5.717807250955677,6.043294215971215,1245952400
2010-02-01,5.852452278137207,5.890621170065594,5.749366455813066,5.781524372235652,749876400
2010-02-02,5.886411666870117,5.900236906258077,5.811877599981068,5.887914811548451,698342400
2010-02-03,5.987695693969727,6.016848522333935,5.843134950985115,5.8656757066495295,615328000
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000
2010-02-05,5.874392509460449,5.890622146015012,5.735842711230809,5.789339599562271,850306800
2010-02-08,5.834118366241455,5.947122281921054,5.830511781455936,5.881303714651996,478270800
2010-02-09,5.896331787109375,5.93570247414295,5.853053564604186,5.903244007897426,632886800
2010-02-10,5.864173412322998,5.908654230809668,5.83832701959435,5.887314866012588,370361600
2010-02-11,5.970866680145264,6.003325552010251,5.832316881818939,5.856961484226277,550345600
2010-02-12,6.022258758544922,6.060127101910363,5.875594165514762,5.954035389971698,655468800
2010-02-16,6.113022327423096,6.1217378404670475,6.056520362588575,6.06914300963386,543737600
2010-02-17,6.08747673034668,6.140371710818135,6.036684387545308,6.136765125440518,436396800
2010-02-18,6.09889554977417,6.127747825701358,6.038486460699521,6.059824617340831,422825200
2010-02-19,6.061028480529785,6.107011641886803,6.044198149915035,6.06673930868488,415469600
2010-02-22,6.023460388183594,6.0859733282901525,5.986494093423523,6.081164949256351,390563600
2010-02-23,5.922478675842285,6.050810197017129,5.881905794032023,6.010838011504735,575094800
2010-02-24,6.030673027038574,6.054115024844004,5.945919491152342,5.9576408913217085,460566400
2010-02-25,6.07094669342041,6.096793086715012,5.917369873796067,5.93209636317556,665126000
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800
2010-03-01,6.281024932861328,6.296352116233436,6.174632684086188,6.183648745116841,550093600
2010-03-02,6.276817798614502,6.336324849906975,6.243457286467651,6.309275861919448,566546400
2010-03-03,6.291243076324463,6.307472710239651,6.249468401498559,6.27952247658583,372052800
2010-03-04,6.33271598815918,6.339027510449531,6.270203066416434,6.289739131915072,366041200
2010-03-05,6.580365180969238,6.602905938606345,6.450530914550255,6.459847926897176,899620400
2010-03-08,6.584270477294922,6.614624692345705,6.559325336337739,6.612220704000396,429889600
2010-03-09,6.70268440246582,6.762191445138996,6.54850651744897,6.561129162672573,920259200
2010-03-10,6.757383346557617,6.7766184669575535,6.708094955599568,6.727029125976559,596218000
2010-03-11,6.777220249176025,6.777220249176025,6.71170261226959,6.729434992779597,405700400
2010-03-12,6.810278415679932,6.8442392177981946,6.78473217532668,6.833419463700351,416323600
2010-03-15,6.727328777313232,6.777217857861924,6.619433794546417,6.7736120758013385,493502800
2010-03-16,6.745661735534668,6.761590416906882,6.6873568871684475,6.737547321117374,446908000
2010-03-17,6.735744476318359,6.8057703285033595,6.7101986351862095,6.759186476207465,450956800
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600
2010-03-19,6.679543495178223,6.769405570597683,6.64888792206765,6.755881277286181,559445600
2010-03-22,6.754679203033447,6.792247398489312,6.616429977228098,6.626047537989079,456419600
2010-03-23,6.8631744384765625,6.875797486859434,6.73514306962203,6.781426777825789,602431200
2010-03-24,6.893528938293457,6.918474083122442,6.837627673672676,6.84153520866519,597780400
2010-03-25,6.811781406402588,6.9416160603348,6.799759456260702,6.940112915300371,542284400
2010-03-26,6.939512252807617,6.971068666458749,6.868884503264586,6.880906452769786,640875200
2010-03-29,6.9842915534973145,7.028771961236219,6.961150506006988,7.00262542656534,540744400
2010-03-30,7.0882792472839355,7.137268288753161,7.040192253266694,7.110820000650351,527310000
2010-03-31,7.0627336502075195,7.111121598629096,7.046504819926213,7.077460940509778,430659600
2010-04-01,7.0918869972229,7.174836052301196,6.995112698364829,7.135165218695701,603145200
2010-04-05,7.167622089385986,7.168223186807886,7.055820376512502,7.0621323007090835,684507600
2010-04-06,7.199180603027344,7.220218214060196,7.122842821725138,7.158907871019614,447017200
2010-04-07,7.23103666305542,7.270708290364544,7.1727310156688056,7.199479449674695,628502000
2010-04-08,7.211502552032471,7.259288600916294,7.154098942860059,7.226229039957672,572989200
2010-04-09,7.266801357269287,7.269807647160639,7.226829579207736,7.255982405313784,334182800
2010-04-12,7.2818284034729,7.30527040107466,7.267402064928249,7.27912306372913,333026400
2010-04-13,7.286035537719727,7.297156242003299,7.246363907868397,7.268905463899068,306210800
2010-04-14,7.384013652801514,7.387620237971159,7.335326358078127,7.371691554738598,404076400
2010-04-15,7.481091499328613,7.484397135617168,7.378606341445394,7.386720759632715,376784800
2010-04-16,7.435406684875488,7.547809521067203,7.349752288854201,7.470569688357853,750545600
2010-04-19,7.425488471984863,7.450132667753138,7.266200839436895,7.4242862769457565,566924400
2010-04-20,7.350954055786133,7.491006569064143,7.301965811268439,7.469668008180146,738326400
2010-04-21,7.790645122528076,7.821601236898575,7.685755634129575,7.778022077316826,982391200
2010-04-22,8.008537292480469,8.016952655515587,7.69988061983163,7.761191747982875,793424800
2010-04-23,8.139577865600586,8.180150756301499,8.024470465623688,8.054223597790902,796955600
2010-04-26,8.099604606628418,8.188564641981264,8.06023311591244,8.171133614476606,479068800
2010-04-27,7.875400066375732,8.049714355079002,7.829718254531771,8.032583475004143,709343600
2010-04-28,7.8621745109558105,7.934303793983597,7.706193341373344,7.91176384446238,758402400
2010-04-29,8.073760032653809,8.114633072750777,7.8745005514129645,7.904854782624189,558840800
2010-04-30,7.846844673156738,8.131757546466007,7.844140136801993,8.09388922230133,542463600
2010-05-03,8.004931449890137,8.050915000896731,7.900643054662451,7.929495730598593,454342000
2010-05-04,7.774417877197266,7.912968059449203,7.716413967509294,7.9009469104756,723819600
2010-05-05,7.6935715675354,7.758188347272847,7.475377982511348,7.60461154198624,883103200
2010-05-06,7.400843620300293,7.761493272201357,5.9882962746100175,7.62865394228691,1285860800
2010-05-07,7.0885796546936035,7.4104605331245175,6.7685028712328155,7.324506001238278,1676018400
2010-05-10,7.63346004486084,7.653296256376693,7.4693644895317295,7.521058056403546,984306400
2010-05-11,7.709499835968018,7.810781943446653,7.528573523293886,7.56884544579482,848906800
2010-05-12,7.8769025802612305,7.908158849950994,7.775019355631481,7.7912473842189645,654379600
2010-05-13,7.764800071716309,7.964359624629437,7.705893319806581,7.910862750168565,599712400
2010-05-14,7.62835168838501,7.7082960326687635,7.49851786799425,7.668624409208654,759362800
2010-05-17,7.64037561416626,7.6992823685136615,7.444722785603016,7.654801954626865,762834800
2010-05-18,7.584475040435791,7.7705103060057965,7.5213606043653565,7.723325355230642,782678400
2010-05-19,7.463655948638916,7.60130405181852,7.358767254566231,7.498518797512352,1025726800
2010-05-20,7.145683288574219,7.328713040923292,7.099098639309287,7.26950534570787,1282915200
2010-05-21,7.282731056213379,7.3482490774826985,6.9530359048541115,6.997215366519199,1223891200
2010-05-24,7.416170120239258,7.540594883433723,7.4011434866862835,7.431798653768985,754238800
2010-05-25,7.3698883056640625,7.416171210547596,7.127651618073318,7.19346979147439,1048006400
2010-05-26,7.336527347564697,7.577562627960775,7.32570759265015,7.5159513384974375,850654000
2010-05-27,7.614227771759033,7.630457403708084,7.486798316218411,7.531578874648172,666282400
2010-05-28,7.720318794250488,7.796055464977924,7.6142271047294,7.795755317531095,815614800
2010-06-01,7.839037895202637,7.992614777632919,7.782836452532385,7.80477612181297,876472800
2010-06-02,7.932803153991699,7.958348593519842,7.824006113354845,7.950534326148866,688548000
2010-06-03,7.907857418060303,7.980888751309631,7.826409918045932,7.969768047308181,650106800
2010-06-04,7.692668914794922,7.871190030745927,7.652697140744601,7.760290367230925,758304400
2010-06-07,7.541797161102295,7.788541645347556,7.530075359559685,7.762695257528763,886942000
2010-06-08,7.493411064147949,7.627753554083763,7.382811525530257,7.610922823137552,1000770400
2010-06-09,7.309174537658691,7.570647015731205,7.287836789938426,7.557723024107647,854630000
