Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.21143913269043,23.323933702306444,22.94145102125514,22.96395050735677,38409100
2010-01-05,23.218944549560547,23.323940752660302,22.978955680383667,23.136449269810054,49749600
2010-01-06,23.076446533203125,23.308935515806827,22.88895509519617,23.1589417932228,58182400
2010-01-07,22.83646583557129,23.023957340196844,22.64147449910711,22.971458517326496,50559700
2010-01-08,22.993947982788086,23.15893991992762,22.678962335197316,22.708961649465977,51197400
2010-01-11,22.70146369934082,23.068946746863247,22.588969122416998,23.031447600924537,68754700
2010-01-12,22.551469802856445,22.79895844236192,22.43147539766871,22.611467005450315,65912100
2010-01-13,22.76146125793457,22.888955495225353,22.506472783352997,22.69396422463673,51863500
2010-01-14,23.218944549560547,23.323940752660302,22.693969255847744,22.731466980239198,63228100
2010-01-15,23.143939971923828,23.428926284050267,23.0314439822292,23.308931896792195,79913200
2010-01-19,23.32393455505371,23.4289292998079,23.008948890345028,23.061446262722125,46575700
2010-01-20,22.941457748413086,23.203946108117684,22.73146677456011,23.106449736867685,54849500
2010-01-21,22.506471633911133,23.038946613348415,22.49897180498927,22.95645135610014,73086700
2010-01-22,21.719009399414062,22.648968272387553,21.62901430231745,22.4989745366315,102004600
2010-01-25,21.98900032043457,22.243988845060056,21.824008334684265,21.9290031046666,63373000
2010-01-26,22.123987197875977,22.386475467668788,21.816501388544566,21.89899806973699,66639900
2010-01-27,22.251482009887695,22.363976576946467,21.764004599002334,22.011493218710044,63949500
2010-01-28,21.869003295898438,22.401479774344267,21.66651218027342,22.378980284681614,117513700
2010-01-29,21.13404083251953,22.438981422056425,20.744058192764633,22.42398175965511,193888500
2010-02-01,21.3065242767334,21.359021644038805,20.939041275149574,21.291524620233,85931100
2010-02-02,21.344026565551758,21.374025884987006,21.104037731854888,21.27653095771501,54413700
2010-02-03,21.471525192260742,21.591521064033557,21.089043804562454,21.194038583111272,61397900
2010-02-04,20.87905502319336,21.374032503577308,20.856555526649824,21.284035947849897,77850000
2010-02-05,21.01404571533203,21.20903702891018,20.67656047443783,20.99904605341529,80960100
2010-02-08,20.789047241210938,21.059035332150675,20.676552680134698,21.00653796567816,52820600
2010-02-09,21.006547927856445,21.254036651771994,20.811556595309856,20.97654860110468,59195800
2010-02-10,20.991539001464844,21.179030419588443,20.879044436679884,21.0215383149787,48591300
2010-02-11,21.08904266357422,21.299032209310713,20.774056914522976,20.94654873579124,65993700
2010-02-12,20.946542739868164,21.044037653845663,20.684054452388008,20.856546224280706,81117200
2010-02-16,21.36094856262207,21.37601835958045,21.112302661348583,21.19518367034979,51935600
2010-02-17,21.541786193847656,21.586994156777973,21.368487805002097,21.496578230917343,45882900
2010-02-18,21.828109741210938,21.87331915066425,21.481512891548704,21.541790667017594,42856500
2010-02-19,21.677404403686523,21.790424992478414,21.617126660521865,21.692474198761378,44451800
2010-02-22,21.64727020263672,21.805500216044624,21.586992444465878,21.73015265904729,36707100
2010-02-23,21.345884323120117,21.72262072235424,21.165051023943974,21.609600090011067,52266200
2010-02-24,21.57192611694336,21.692483089819902,21.38355791270582,21.48904508433088,43165900
2010-02-25,21.5493221282959,21.586995193023718,21.112307966630823,21.300676164540516,48735300
2010-02-26,21.602060317993164,21.73768562107363,21.48150481239608,21.586990520509783,40370600
2010-03-01,21.865774154663086,21.888377411819327,21.496572770717552,21.677406013641804,43805400
2010-03-02,21.443830490112305,22.076747618124116,21.278067027874926,21.910984155886737,93123900
2010-03-03,21.443830490112305,21.5568525350062,21.360949477561114,21.481504984121937,48442100
2010-03-04,21.57192611694336,21.586995918194845,21.30067688009334,21.44383568057642,42890600
2010-03-05,21.541786193847656,21.60959885681074,21.41369576793241,21.594529056788893,56001800
2010-03-08,21.57192611694336,21.797968824309613,21.47397528307939,21.48904508433088,39414500
2010-03-09,21.700008392333984,21.93358591248175,21.511640258938257,21.519175156730263,50271600
2010-03-10,21.828109741210938,21.93359692613314,21.700019288697607,21.74522869815092,44891400
2010-03-11,21.986337661743164,21.99387256258591,21.737691682474143,21.767829848709734,35349700
2010-03-12,22.05415153503418,22.137032574553956,21.880853117605454,22.09182460416722,31700200
2010-03-15,22.0692138671875,22.129491619677825,21.858241014903864,21.98633141858768,37512000
2010-03-16,22.129493713378906,22.219909632101277,22.00140329757628,22.16716677332404,36723500
2010-03-17,22.325401306152344,22.506236066114678,22.152102884751898,22.227450461880288,50385700
2010-03-18,22.310321807861328,22.393202807924016,22.22743937066386,22.325390166059684,43845200
2010-03-19,22.295255661010742,22.52883177835854,22.114422398825187,22.423346068034054,81332100
2010-03-22,22.30279541015625,22.378142978403346,22.144565373123815,22.227447841909154,37718200
2010-03-23,22.51376724243164,22.528837043752944,22.159635534193193,22.295260871814193,42026600
2010-03-24,22.34046745300293,22.49116258259855,22.302794389171655,22.393210317220817,33987700
2010-03-25,22.61171531677246,23.0336596155015,22.453485306539644,22.476090004325783,73168700
2010-03-26,22.34800148010254,22.754877451833696,22.295258617945212,22.671994990080634,55595500
2010-03-29,22.295255661010742,22.46855402429669,22.265116065412307,22.385671573536012,33336000
2010-03-30,22.430883407592773,22.498696067932794,22.227445426572718,22.325396248655426,34954800
2010-03-31,22.0692138671875,22.393205888613643,21.97879651988452,22.332928136123318,63760000
2010-04-01,21.971267700195312,22.257588181594798,21.564393117595223,22.114427940895055,74768100
2010-04-05,22.05415153503418,22.17470708082246,21.873318216351752,21.94866435461783,34331200
2010-04-06,22.091821670532227,22.287724765707534,21.835640810467233,21.96373124049973,47366800
2010-04-07,22.114423751831055,22.272652326998536,21.956193739528473,21.97126353824969,58318800
2010-04-08,22.543901443481445,22.58910939947802,22.076747774400143,22.09181757211067,63713800
2010-04-09,22.860366821289062,22.913109691856366,22.528838358549017,22.566512864050974,54752500
2010-04-12,22.84529685974121,22.97338730328356,22.76241438535045,22.79255398954179,37068800
2010-04-13,22.943246841430664,22.98091990576633,22.70213434342243,22.717204144010807,41374600
2010-04-14,23.222034454345703,23.357659805740067,23.101478905803045,23.199431187203643,68941200
2010-04-15,23.259700775146484,23.31997852820286,23.139143831898743,23.22202628127688,52745400
2010-04-16,23.109010696411133,23.342586860627755,23.056267830665636,23.19942806421435,88703100
2010-04-19,23.387800216674805,23.54602884065897,23.176827280893704,23.18436218257898,64970300
2010-04-20,23.628908157348633,23.68918592562206,23.455608316069096,23.52342098501862,52199500
2010-04-21,23.60629653930664,23.73438693900253,23.530948991755835,23.60629653930664,55343100
2010-04-22,23.65151596069336,23.757003153265142,23.2823143795312,23.387801572102983,84847600
2010-04-23,23.327516555786133,23.794670311261278,23.0939403966162,23.448073522630747,126766600
2010-04-26,23.44053840637207,23.56862883514977,23.252170213295177,23.357655941534954,63649300
2010-04-27,23.2446346282959,23.546023440912535,23.169287065857933,23.319982190733864,68730900
2010-04-28,23.289840698242188,23.357653355211998,23.071334365777876,23.297375597587177,64557900
2010-04-29,23.35765266418457,23.681646140758417,23.109006741696394,23.30490980746512,52665200
2010-04-30,23.011062622070312,23.41793723309033,22.995992819441856,23.4104023317761,63214800
