Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-22 00:00:00+05:30,1962.960568175466,1971.2402636074062,1941.563367669288,1954.4017333984375,2487234,0.0,0.0
2020-06-23 00:00:00+05:30,1967.6123395680852,2020.6401898543172,1955.146234035901,2005.7086181640625,4308814,0.0,0.0
2020-06-24 00:00:00+05:30,2020.640205168428,2025.1986488503712,1976.9154861799768,1981.84619140625,3023015,0.0,0.0
2020-06-25 00:00:00+05:30,1966.9612862921535,2037.2928294413919,1964.8215204608985,2021.7100830078125,8208033,0.0,0.0
2020-06-26 00:00:00+05:30,2028.036130306847,2028.036130306847,1989.1026607874614,2004.08056640625,3176048,0.0,0.0
2020-06-29 00:00:00+05:30,2001.4292673785653,2042.8745361215274,1990.8701223739602,2030.8270263671875,3295039,0.0,0.0
2020-06-30 00:00:00+05:30,2040.9211311792835,2046.6424664736066,2018.779631728426,2028.082763671875,2373109,0.0,0.0
2020-07-01 00:00:00+05:30,2030.8734025515082,2039.060202875005,2009.5693244063186,2019.1513671875,1532931,0.0,0.0
2020-07-02 00:00:00+05:30,2016.686525508171,2025.896535730977,1995.5218993034375,2001.801513671875,2588838,0.0,0.0
2020-07-03 00:00:00+05:30,2014.5932787759837,2035.5253262349813,2006.081003660225,2022.2218017578125,1946252,0.0,0.0
2020-07-06 00:00:00+05:30,2028.0826366734532,2028.0826366734532,2002.9641819990572,2010.9649658203125,2375516,0.0,0.0
2020-07-07 00:00:00+05:30,2023.896334977749,2023.896334977749,2001.7082746535264,2004.0340576171875,2014667,0.0,0.0
2020-07-08 00:00:00+05:30,2003.5225642403454,2041.1071260291837,1976.9155163227053,2033.711181640625,3349938,0.0,0.0
2020-07-09 00:00:00+05:30,2030.8738168294046,2065.248845857387,2019.7566189607144,2024.22216796875,3039571,0.0,0.0
2020-07-10 00:00:00+05:30,2018.7796701719292,2076.4590893196987,2016.4073260557243,2068.83056640625,3179516,0.0,0.0
2020-07-13 00:00:00+05:30,2082.9713670279907,2116.4626440324605,2079.250114027494,2107.39208984375,4556662,0.0,0.0
2020-07-14 00:00:00+05:30,2106.973042439929,2111.7640637996706,2071.435129332188,2079.01708984375,2403256,0.0,0.0
2020-07-15 00:00:00+05:30,2081.342790127797,2131.347114619637,2079.296146922873,2116.6015625,2474512,0.0,0.0
2020-07-16 00:00:00+05:30,2116.6951986568397,2131.6267715796835,2082.0410304775332,2128.417236328125,2495150,0.0,0.0
2020-07-17 00:00:00+05:30,2125.7657270722148,2176.9329546385043,2122.044474158303,2171.86279296875,3088712,0.0,0.0
2020-07-20 00:00:00+05:30,2171.862645981128,2180.0028861793944,2140.278559437303,2168.513427734375,2816219,0.0,0.0
2020-07-21 00:00:00+05:30,2184.375461318351,2186.2360877760325,2147.1629321647165,2156.466064453125,3037810,0.0,0.0
2020-07-22 00:00:00+05:30,2167.629855450509,2167.629855450509,2085.064555162426,2091.809326171875,6950011,0.0,0.0
2020-07-23 00:00:00+05:30,2102.50793966232,2109.15958853203,2051.8524287538717,2057.248291015625,3936886,0.0,0.0
2020-07-24 00:00:00+05:30,2046.689105988722,2065.2953705886193,2016.9656437158364,2055.341064453125,4203314,0.0,0.0
2020-07-27 00:00:00+05:30,2063.2019994968823,2080.1336534923994,2032.5016653819473,2066.690673828125,2209409,0.0,0.0
2020-07-28 00:00:00+05:30,2075.481715984002,2088.4595367463585,2056.968578366269,2086.2734375,1567837,0.0,0.0
2020-07-29 00:00:00+05:30,2079.2494856065573,2104.5539529365997,2060.643226227528,2075.807373046875,2404978,0.0,0.0
2020-07-30 00:00:00+05:30,2084.6837358346424,2090.990200634961,2046.1909888953423,2051.32958984375,2044966,822.2915,0.0
2020-07-31 00:00:00+05:30,2053.1045795012014,2075.9479500220464,2034.8859040517025,2064.689697265625,1715659,0.0,0.0
2020-08-03 00:00:00+05:30,2064.5965639495557,2076.9759212976737,2044.7428776365366,2059.644775390625,1683773,0.0,0.0
2020-08-04 00:00:00+05:30,2064.689795131606,2073.098414968403,2032.1766475747181,2053.385009765625,1981720,0.0,0.0
2020-08-05 00:00:00+05:30,2057.308566131231,2064.689373017424,2037.7352173546963,2050.34814453125,1715477,0.0,0.0
2020-08-06 00:00:00+05:30,2055.439697775571,2082.53413015534,2048.012131760094,2074.5458984375,1824483,0.0,0.0
2020-08-07 00:00:00+05:30,2076.9292425693416,2087.953923844591,2060.1120017388207,2065.29736328125,1777905,0.0,0.0
